Order_id,Customer_id,Customer_name,Product_id,Product_name,Product_category,Payment_type,Quantity_ordered,Price,Date_and_time_when_order_was_placed,Customer_country,Customer_city,Site_from_where_order_was_placed,Payment_transaction_confirmation_id,Payment_success_or_failure,Reason_for_payment_failure
1c1dec7a-40a0-4020-b17c-841c81d48f67,4f8cf71c-4883-476e-a484-aa402443cb41,Linda Walker,5b8c0e1c-3fb0-4523-9b6d-aaa6fdd5d42a,Smartphone,Electronics,Card,4,365.29,2022-11-22 21:21:03,India,Bangalore,www.walmart.com,b10f5317-588e-4f46-b597-f2acbfbde529,N,Payment gateway error
fbd5f68e-9b9d-4afd-9fc0-6fd0c0744bda,b6ce2d4c-a763-4916-b025-6198b230354d,Gabriela Lewis,d8422c70-a29c-4a67-bd2b-3b5f4965fa6e,Shoes,Clothing,Internet Banking,5,431.79,2021-11-26 14:33:58,Germany,Cologne,www.amazon.com,8ae990f7-ef23-41bf-844b-3bb0bd07d61c,N,
c8bd1057-69d0-4a5c-ac9c-0f6e1ec5f0a1,3945cae8-53ef-4d8d-9e89-cfb08ecb2dbb,Autumn Alexander,5dc5a5e1-1683-4b7d-b2d1-80b8d00a985d,Tennis Racket,Sports,Internet Banking,1,415.16,2023-07-10 03:11:23,Germany,Hamburg,www.flipkart.com,5420bfb4-3ebb-40ce-9034-07202cb64e3d,Y,
5af54488-c7d5-48d5-a8c1-7530ae7b36c2,b5cbdff0-182c-431a-9921-1e837a01e56e,Gary Berry,cebbeb5a-88ae-4e36-928f-e03ad3d43388,Tennis Racket,Sports,UPI,5,876.07,2023-10-16 01:00:27,UK,Leeds,www.shopify.com,33c03449-6d8f-43c8-ae98-5ad5875dae63,Y,
de5b2095-d073-4b3c-a7f7-f7bad0b43665,7991562b-b6d6-4a82-afdf-e1b5462d23db,Kim Ellis,9fd22326-8d6f-4bac-909d-147bb1239f01,Shoes,Clothing,Wallet,2,83.57,2022-04-08 16:01:46,USA,Chicago,www.flipkart.com,09329651-a54b-4ac0-a44e-3434a0197764,Y,
efb69cda-a44e-4b1a-bffe-522aaec57d2e,6b210480-edbd-472b-b4ea-bda89d3db65b,John Tyler,5d1a04e2-4938-48d3-ab7d-7750e31c5693,Ruler,Stationery,UPI,1,69.4,2024-01-11 18:48:11,Germany,Munich,www.flipkart.com,419c53ca-2a8b-4e04-bf2c-f21edf66506c,N,Card expired
b2bc4fd9-acdb-4355-bc7c-e03829fa2d08,c1f95765-7bae-47b2-adfe-443649a5cbd6,Johnny Smith,a3244693-89ec-491a-a420-90ae07b0197d,Microwave,Home & Kitchen,Card,4,709.63,2024-01-18 02:57:35,USA,New York,www.ebay.com,eb50cf1f-9472-474a-b51b-dbc69f02a046,Y,
c6ac16aa-e21a-415e-915b-9c7a894bfb66,71f14e38-f506-42d0-9272-24106d73149d,Jenna Hughes,78b27d97-943d-41aa-ba44-132308848fa6,Ruler,Stationery,UPI,3,704.28,2020-08-13 20:17:17,Canada,Toronto,www.flipkart.com,a75b1d01-de60-4042-9aaa-48d06a32cfc7,N,Insufficient funds
1bd47c0d-a274-42ef-a20b-fc362655b568,35f23820-4773-4bf8-abf2-96861d79d4a3,Grant Ramos,535d6990-55f6-42ec-a12e-e06432395ad2,Pen,Stationery,UPI,4,784.79,2024-05-04 19:05:19,India,Hyderabad,www.flipkart.com,edb2b175-4bcc-4207-b406-c0837422a4e0,Y,
b028737c-f73f-4231-80ba-ac01c76709a5,f6f35538-dd78-4080-822c-3a440bc9b27c,James Owens,a9b283c3-836d-4aa6-8e10-b6559ad99231,Basketball,Sports,Internet Banking,3,597.35,2022-01-24 10:43:08,Canada,Montreal,www.amazon.com,9ee76db1-5cc8-4635-bdd0-6ddcceea08f0,Y,
34d496ac-6f02-4c4d-a721-67a02fac5c94,6dcab522-fef4-4590-b033-b45545785c66,Michele Osborn,fb51406e-6133-4337-8d61-376691ab0156,Ruler,Stationery,Internet Banking,1,667.6,2021-03-10 21:22:27,Canada,Montreal,www.shopify.com,bfd2c0b4-2a14-4f00-b393-5944f8d97130,N,Invalid CVV
5b4632e9-2510-4e45-85dc-9487fed1bb72,d9d09c5f-cdd2-46ee-a438-296b94fcc43a,Kellie Jordan,5810f6a3-1078-48e2-8c2c-216bd338cc1a,Cricket Bat,Sports,UPI,4,988.93,2023-07-30 19:11:54,Germany,Cologne,www.ebay.com,60d8b5a2-fa61-48e5-ab02-66cfc5633c3a,N,Insufficient funds
ea2926d9-fd14-4dd0-bc3c-1642bfa9595e,dccb22ac-4b1e-4502-8d7d-9f1f6a0c7bdf,James Howe,ccf0e3e3-409a-4303-a7fa-291aadea296c,Book,Stationery,Wallet,1,408.78,2020-08-20 08:51:41,USA,New York,www.walmart.com,6b0e9a2a-3f7c-4b14-9c88-caa498bb8ca2,N,Card expired
29641092-78c2-4180-bfbc-502c343be6ad,899e3f93-cd0a-4ac0-86ac-d399f754bbca,Mark Kirk,a3978059-0702-418b-93f4-a52092637f7f,Sweater,Clothing,Internet Banking,1,340.52,2023-12-19 05:23:52,India,Hyderabad,www.shopify.com,4eb23027-a617-460f-b1f2-7a27e9eb9c2f,N,
3a123dc9-82cc-4577-a48d-e9bbb5c10781,50b6e352-927a-404e-882c-71e4eaee5aab,Krista Lamb,3e3453dc-c7eb-42c3-9145-0228f2d6031e,Football,Sports,Internet Banking,1,833.62,2020-08-20 22:48:44,Canada,Montreal,www.walmart.com,8fd50e60-fa73-4dcf-8300-8712700c11cc,Y,
0a47b5b7-c564-469b-aec3-707fe3a5099c,df62e5f4-1f05-4ef8-b419-5830f4dd359b,Brittany Perez,cde80441-f1d8-4534-98d1-f50aa49dcbe3,Notebook,Stationery,Card,3,419.18,2024-01-21 00:34:58,Germany,Frankfurt,www.flipkart.com,805dbb1a-773f-4840-a561-33aaf48d70c5,Y,
e23a6979-8881-4c54-b9e2-9148e34762bc,348488a9-0d48-471f-be52-87bc1b8f63c6,Patrick Alexander,5b577ce3-1e53-4901-a7f4-c9153021b296,Jacket,Clothing,UPI,2,731.07,2020-07-26 14:13:41,Canada,Vancouver,www.shopify.com,d51eab8c-cab4-46bd-ae11-d8f01b8f59eb,Y,
806036aa-be04-4ebc-8b15-172200bfd9ab,d9074c9a-5904-4718-87db-abae15d91646,Ian Mendoza,2c7a2ec0-527c-4e9f-bdaf-268f53dc3568,Badminton Racket,Sports,Internet Banking,5,874.69,2022-02-19 19:10:34,USA,Los Angeles,www.walmart.com,5431c7e6-4ac8-445b-bf8b-e48078cea2ae,N,Payment gateway error
6ef701a6-4cf2-4af7-97fd-c22a65bcf789,6a97faaa-b8be-4049-becc-ff18898e1884,Joseph Johnson,c79b0ff3-d45e-4988-b8eb-b25374bd8e0e,Jeans,Clothing,Wallet,5,940.08,2021-06-05 10:29:05,India,Mumbai,www.flipkart.com,c45c14c5-314a-489b-8660-a49c9cf89cd6,N,Invalid CVV
13ce6275-eeb1-4bc3-a356-259f4c059301,278e6fad-1189-4090-a460-32ec79707b6b,Brittany Hoover,b28a5b1b-9474-4055-8b4d-3e9425cbd74c,Pencil,Stationery,Wallet,4,238.82,2022-02-23 12:58:28,USA,Los Angeles,www.flipkart.com,565ade48-1eb5-4424-82c1-da7b1534a001,N,Invalid CVV
6bf43677-616e-4a67-b190-dead20f39f46,d0a76454-b397-42f9-84ec-7add512b843d,Daniel Fleming,dc2514e8-2658-4818-95dd-ea97d5691f4c,T-Shirt,Clothing,Internet Banking,3,580.88,2023-11-05 08:24:09,Germany,Berlin,www.amazon.com,c68a2957-76b3-40ed-8603-a70b3d36cab3,N,Invalid CVV
ff726e31-f40c-43e6-9b43-259c30a98579,c9dc69c3-67d7-4ea9-82f5-c0d49e70004d,Nicole Salinas,d3dd7113-f21e-4596-903e-aa45e9e3c483,Toaster,Home & Kitchen,Wallet,5,612.21,2020-10-22 17:06:51,Germany,Frankfurt,www.ebay.com,bf8633c8-66d0-4263-ae7c-476d01b7a488,N,Invalid CVV
7cbf03e5-7e0f-45a5-82c5-9aaeda3ec53f,3f110549-bd03-4b87-a52b-876820b236b6,Jason Patton,911d5bcb-bd71-418c-b553-70540f3b8fea,Sharpener,Stationery,Card,2,514.36,2022-01-26 20:52:48,Germany,Hamburg,www.flipkart.com,a09c1702-e32f-44e1-a669-d5884c3e81af,Y,
7e4eeedc-c074-49d8-8664-994b3664c6a8,15e6c8a5-cdae-4066-94f8-532c6a829475,Marvin Sweeney,4b295210-f293-4af1-a1bd-027a4f4d861a,Badminton Racket,Sports,Card,2,824.87,2023-12-24 18:51:06,India,Mumbai,www.amazon.com,5bae8343-d702-44c3-923b-2e5d1a45676f,N,Card expired
1338456d-0450-4d64-bbf8-8b1e687078a3,40886a81-5b2b-49b8-bc90-01aba593bea2,Andrea Harrington,122af0ad-7a40-4456-9fbe-5cb5afa4b672,Ruler,Stationery,Internet Banking,4,772.74,2022-01-25 06:35:25,Germany,Hamburg,www.ebay.com,2f0a28e5-88fe-43c7-b0af-3c381cad38c8,Y,
7b94bcd9-943a-41bd-b434-f30de0720004,683ba8fd-1e8b-42dd-b07a-c30cd353b624,Daniel Davis,ae3d7e0f-9ba9-4f50-b76a-de2ea5cf654e,Sweater,Clothing,Internet Banking,4,832.89,2024-01-09 02:44:02,UK,Birmingham,www.ebay.com,af58c455-d912-4fc1-a7f0-30566165dc41,N,Payment gateway error
d4547152-9db8-4e40-8fe6-f03306b0b97a,cd080522-9e93-47c7-a2bd-12bacbffca44,Joseph Johnson,1febc23d-7dfd-42a6-9580-5f9af382c058,Tennis Racket,Sports,Card,3,128.65,2020-06-17 15:25:17,USA,Phoenix,www.ebay.com,6345dd4c-8ed6-4a8f-8892-8c1ca5fbfebc,N,Payment gateway error
77420bdc-b676-4ffd-aebe-86af488a52aa,f83ab237-12c7-4970-a102-a84d1dc72b5a,David Kelley,e77fdf11-0060-4000-9eb0-72f57939f610,Socks,Clothing,UPI,4,322.29,2020-05-18 10:03:32,India,Hyderabad,www.flipkart.com,c613e9af-dea0-4ad1-80a0-16a892e81ba8,N,Invalid CVV
dc68b148-bbd2-4b44-8ea3-2330aa7b0498,e5c98a5b-0f09-4a00-9a22-4dccec74c2fd,Edward Smith,350482ef-4f59-4e15-a703-80498e2490b6,Ruler,Stationery,Internet Banking,1,758.21,2024-07-20 15:01:05,Canada,Calgary,www.amazon.com,9892e3bd-0421-4591-a8e1-690989569a7f,N,Card expired
f437feca-4871-478c-bb7d-d34486773b54,a0c986b9-bd94-40de-98f5-d5de4f9c323f,Trevor Jones,6b37af27-c4d4-4fbc-ac67-7dbd0c209fa0,Cricket Bat,Sports,UPI,1,229.61,2023-08-07 11:52:04,USA,New York,www.ebay.com,6fcd0cd1-df17-45f7-b3a1-4da27e759e9a,N,Card expired
b13b177c-a2cc-459d-a30c-c92491d72cdf,93adb7b2-03d8-4856-a3db-3ee87252c8de,Kevin Henderson,074bad16-3cff-4d2c-8a13-6c196eba0984,Socks,Clothing,Internet Banking,2,97.52,2024-06-08 10:15:18,UK,London,www.shopify.com,aca3e34a-9140-49aa-ab74-806e7721735b,N,Invalid CVV
